Texte|Classe
erroné arrêter chiffre brut ( +32 million habitant 23 an ) croire accroissement région Paris marque fin décentralisation entreprise dizaine année .|Negative
léger céder pression quotidien exercée faveur besoin logement densifier abusivement rare terrain disponible agglomération actuel .|Negative
affaire urbanisme sens strict : niveau aménagement régional déjà surface site nécessaire meilleur architecture pouvoir ménagé compromis .|Negative
fou prétendre faire mourir Paris mieux faire revivre ?|Negative
"ci-après : "" ) lenteur rénovation "" page"|Negative
devoir étendre au-delà statistique global problème ressenti disparition rapide espace libre sein zone aggloméré .|Negative
1945 situation améliorer ; contraire empiré .|Negative
RÉGION parisienne 1965 échelle : 1/500.000 progressivement espace laisser libre colmatent nombre - important insuffisant - logement usine bureau manière implanter aggraver situation urbanisme conduire situation présenter constater déplorer : espace libre disparition banlieue sous-équipée moyen transport service public centre congestionné quartier vétuste lentement reprendre rénovation .|Negative
"erroné espérer extension "" linéaire "" marquer fin développement tache huile : comparer terrain situer loin extension linéaire "" terrain intervalle "" œil vouloir construire dépourvu avantage : moindre éloignement centre mesurer kilomètre souvent proximité réel zone déjà construire équiper réseau eau assainissement électricité ."|Negative
difficile anormalement coûteux implanter équipement pleinement satisfaisant sein proximité immédiat banlieue permettre ville informe incomplet actuellement majeur partie étendue .|Negative
insuffisance emploi cause faire implantation banlieue situation actuel dernier loin présenter avantage ; espace disponible grand centre bureau atelier étroit caractéristique taudis ; sous-équipement banlieue créer difficulté transport personnel rapport clientèle ; poids impôt local lourd Paris fort inégal commune banlieue contribuer également freiner meilleur répartition emploi ' agglomération .|Negative
faire mesurer nombre logement détruire rénovation avérer lent prévoir .|Negative
autorité local sagesse réserver temps vouloir parcel terrain nécessaire équipement considérer guère indispensable longtemps négliger ( terrain sport jeu piscine maison jeune etc. ) réalisation ultérieur équipement zone dense rendre difficile coûteux .|Negative
opération type coûteux multiplication affaire crédit ; difficulté entraîner social humain : falloir reloger habitant commerce artisan atelier voire usine ( 3 ) .|Negative
problème technique modernisation immeuble ancien pouvoir considérer résoudre problème poser partir moment opération concerner immeuble isoler étendent quartier : problème voirie souvent inadapté condition vie aujourd'hui ; problème humain ; relogement habitant artisan quartier ancien immeuble réhabilité paraître raison prix revenir opération ( 1 ) difficile assurer cas rénovation comporter généralement fort proportion logement social .|Negative
falloir leurrer : rénovation nécessaire nécessairement lent .|Negative
") conclusion Banlieue sous-équipée habitat dévore espace libre centre congestionné quartier vétuste rénovent lenteur tableau résumé présenter "" urbanisme faire "" région Paris dernier année ( 2 ) ."|Negative
tableau donner sentiment dynamisme anarchique .|Negative
) périmètre agglomération petit grand ensemble construire guerre banlieue critique concentrer déficience ( 3 ) faire oublier condition lamentable cours année suivre guerre mondial lotissement submergé environs boisé cultivé agglomération .|Negative
"Explicable doute période stagnation démographique économique justifier œil opinion croire "" Paris monstrueux "" falloir empêcher grandir conforté thèse schématique décentralisation parisien limite - enceinte 1960 - révéler dommageable intenable face augmentation naissance ménage face accroissement besoin espace population face multiplication nombre automobile ."|Negative
"demander terrain stimulée devenir fort rareté terrain équiper convenablement desservir venir superposer rareté "" administratif "" ; double rareté offrir présence demander croissant entraîner conséquence : - réduction progressif espace demeurer libre intérieur "" périmètre urbanisation "" limiter frontière administratif ; surface réserver plan équipement public ( lycée stade espace vert ) faire objet bataille incessant souvent perdre ; règle hauteur densité prescrite zone habitat subir fatalement rude assaut terminer généralement "" bourrage terrain "" amortir conséquence rareté: hausse prix ; - accélération hausse prix terrain intérieur périmètre ; enquête réaliser agence foncière technique région parisien ressort prix moyen mètre carré terrain bâtir triplé 1958 1963 correspondre augmentation moyenne 25 % année ; constatation hausse prix quasi-certitude poursuite entraîner spéculation ; - spéculation prix terrain terrain situer extérieur périmètre relativement desservir ."|Negative
mouvement toutefois insuffisant regard importance nouveau zone habitat .|Negative
gêné crainte chef entreprise voir orienter décentralisation lointain envisager quitter implantation actuel exiguïté vétusté faire souvent véritable taudis industriel .|Negative
risque voir secteur migration alternant amplifier allonger ailleurs écarté paraître nécessaire orienter ferme zone genre industriel obtenir agrément industriel implantent souvent proximité immédiat Paris .|Negative
redémarrage pouvoir progressif résultat immédiatement perceptible chantier inconvénient notamment circulation .|Negative
esprit voir réponse question nier problème refuser admettre croissance repousser extension spatial .|Negative
conserver frontière conserver gabarit conserver campagne admettre construction parcimonieusement autant attitude négatif bousculé passer lointain récent large part venir voir cause difficulté actuel .|Negative
( 4 ) Comparée relatif jeunesse parc véhicule privé usent rapidement moitié an âge vétusté traduire délaissement souffert équipement collectif c'est-à-dire vérité usager .|Negative
3 - resroupement centre urbain Implanter service public privé emploi gré disponibilité terrain banlieue existant mesure initiative responsable manifesteront nouveau extension agglomération constituerait progrès insuffisant rapport situation actuel .|Negative
1 - banlieue actuelle difficulté implantation évidemment important .|Negative
"( 2 ) "" point grandeur Paris parvenir saurait souffrir nouveau accroissement exposer ruine "" / perc> écrire 1724 ministre Louis XV ."|Negative
"- arrêter ville ( 2 ) présomptueux décréter "" puissance "" centre urbain nouveau créer région Paris zone influence dépassera jamais 300.000 habitant 500.000 1.000.000 ."|Negative
dimension déjà atteindre agglomération inconvénient processus reconnaître .|Negative
extension tache huile pouvoir délibérément rejeter parti inacceptable ( 1 ) .|Negative
emploi véritablement lier agglomération risque sérieux ville nouveau éloigné kilomètre pouvoir accueillir; ville ressembler davantage cité-dortoir ensemble équilibré habitat emploi .|Negative
voir note ( 1 ) page 76 - part espace libre situer ville agglomération parisien - espace libre existence constituer attrait principal solution - trouver long axe transport important ; expérience apprendre réglementation espace libre menace constant urbanisation résisteraient doute ; infrastructure transport ville centre Paris apparaître mesure gaspillé utiliser trafic transit douteux voir partir agglomération actuel temps ville nouveau pousser pédoncule terme rejoindraient .|Negative
disposition couronne présenter définitif inconvénient résulteraient extension tache huile ; raison fonder artère radial existant artère créer tracé analogue constituer fond radioconcentrisme desserré ( 2 ) .|Negative
faire connaître habitant artisan industriel secteur Paris déplacent desserrer choisissent souvent nouveau implantation banlieue direction géographique ( 3 ) : quartier Paris orienter banlieue illusoire prétendre organiser desserrement mante Pontoise ; Grenelle vaugirard aller ouest sud-ouest Meaux .|Negative
vain vouloir bloquer actuel zone aggloméré direction .|Negative
) site région Paris développement tache huile négligeait presque nécessairement préoccupation site progrès technique bâtiment transport faciliter négation .|Negative
gâché site admirable Paris environs immédiat submergé marée désordonné construction ( 1 ) .|Negative
variété site charme parfois grandeur devoir mettre œuvre urbaniste annihilé .|Negative
"orienter extension agglomération parisien exemple ouest "" marquer volonté "" aider région ouest résoudre problème économique nord-est "" aller rencontre "" marché commun "" geste "" proprement parler sens ."|Negative
choisir vallée gâcher époque récent forêt Île-de-France souffert poussée construction ?|Negative
"ville étendre largeur kilomètre coteau former balcon part vallée devenir possible : ville boyau resserré gâchant site irremplaçable ; pouvoir concevoir dimension "" vie ville "" synonyme étouffement ."|Negative
- incomplet réaliste espérer canaliser développement direction poussé manqueront manifester nord sud-ouest trouver ordonner .|Negative
temps schéma directeur devoir permettre mettre fin recul présent constant espace libre ; vaste espace pouvoir conserver proximité immédiat agglomération existant aujourd'hui développement prévoir venir limiter cerner finalement réduire îlot verdure cesser grignoté : - prolongement parc Versailles direction général ouest caractère principalement rural destiner loisir ; - vallée Marne Seine forêt dominer .|Negative
Aubervilliers situer limite capitale traversée ferré agglomération urbanisation mauvais qualité habitat artisanat industrie coexistent vaste zone mixte appeler rénovation .|Negative
faire accuser déséquilibre habitat-travail densification rendre inextricable problème circulation .|Negative
- commune viroflay chaville ville avray sèvre subir densification immeuble collectif concentré axe principal circulation relier Versailles Paris .|Negative
poussé ouest Versailles devoir contenu mettre cause préservation prolongement site historique .|Negative
ampleur poussé agglomération zone sud-ouest développement spontané anarchique signifierait terme dispersion direction singulièrement Plaisir rambouillet Marcoussis .|Negative
forme développement rendre difficile impossible politique rationnel infrastructure primaire relation équipement fondamental notamment universitaire .|Negative
déjà conduire pression inquiétant site Versailles vallée Bièvre chevreuse forêt rambouillet .|Negative
"Montreuil bagnolet caractère : activité artisanat petit industrie établissement mêler habitat conduire création "" secteur mixte "" important qualité médiocre point vue urbanisme ."|Negative
"réalisation devoir contrôler vouloir compromettre essaimage construction isoler site ensemble touristique régional : trouveront place "" zone transition "" ."|Negative
résulter construction nouveau souvent harmonie caractère ville .|Negative
demeurer exemple Washington montrer New York problème agglomération parisien croissance resteraient inchangé mutilation fonction modifierait choix aménagement schéma directeur .|Negative
élément risque glissement étirement prononcer ouest centre grand affaire .|Negative
déraisonnable nœud moyen transport international national parisien exceptionnel densité pouvoir placer ailleurs prix dépense mesure justification desserve quartier déserté centre affaire .|Negative
développement nécessaire possible corrigera ailleurs second élément risque court centre affaire : éparpillement .|Negative
éparpillement péril : avantage immédiat disposer espace exigu meilleur facilité accès effaceraient rapidement inconvénient dispersion coin périphérie ville .|Negative
polarisation centre secondaire devoir permettre éviter explosion désordonné éparpillement généralisé .|Negative
choix parti urbanisme prendre autorité public combler vide ancien halle poser problème difficile faire important traduire compréhension nouveau question urbanisme déjà acquérir agir savoir utiliser hectare plateau halle étudier décider adviendra rénovation environnement .|Negative
occupation militaire implantation religieux ordre régulier séculier garder cours siècle espace Paris densification abusive habitat .|Negative
"trait spécifique mériter conserver exiger lutter part "" bourrage "" habitat quartier passer XVIe arrondissement guerre ( 1 ) départ Paris faible moyen revenu départ produire inéluctablement 1.500 hectare devoir rénové uniquement critère rentabilité financier purement privé ."|Negative
entreprise dévastatrice physiquement possible pouvoir réaliser fin siècle .|Negative
pouvoir regretter circonstance historique favorisé développement pôle économique puissant nombre suffisant atténuer concentration parisien .|Negative
affranchissement unité production égard contrainte technique localisation rendre sensible avantage concentration urbain grand ville inconvénient ( difficulté extension cherté main-d' œuvre difficulté circulation ...|Negative
ville centre Paris caractériser fort concentration activité tertiaire industrie rejeter périphérie .|Negative
ajouter difficulté expansion entreprise éprouvent partie dense agglomération difficulté circulation pousser rechercher nouveau implantation loin centre agir entreprise posséder établissement choisir sorte relation établissement évitent centre .|Negative
amélioration sensible ; falloir effectif diffusion activité sein région anarchique .|Negative
aménager falloir précisément semer germe futur cristallisation emploi : point hasard initiative isoler sorte centre nouveau pouvoir aisément relier évitant partie encombrée agglomération ; point milieu urbain organisation déjà compromise croissance anarchique aller regroupement spontané tardif zone temps guider peuplement réserver infrastructure accueil centre capable servir commodément population .|Negative
borner ensemble modeste lieu prévoir opération important savoir réaliseront lentement ?|Negative
service industrie exemple continuer entasser Paris immédiat établir 20 kilomètre trouver distance clientèle environnement suffisant .|Negative
- espace nécessaire : région urbain forêt stade théâtre piscine square court tennis équipement loisir caractéristique commune sacrifié manque espace .|Negative
II - avgnanement loisir schéma directeur disposition ensemble créer condition préalable difficile créer aménagement loisir témoigner obstacle heurter matière implantation initiative domaine .|Negative
mobilisation potentiel forestier existant région Paris - constituer véritable service public - poser problème acquisition collectivité public aménagement falloir police ( ) .|Negative
C - petit vallée : résidence secondaire vaste forêt fleuve rivière important charme Île-de-France faire multiple petit vallée creuser sillon plateau entourer Paris : Essonne yvette Yerre écoute-s'il-pleut mauldre Vaucouleurs orge louette chalouette ; tour tour proximité Paris facilité desserte vallée menacer submergé urbanisation anarchique résulter prolifération résidence secondaire habitant agglomération .|Negative
extension périmètre agglomération prévoir schéma directeur devoir permettre périmètre éviter campagne perde aspect naturel faire charme empêcher implantation désordonné résidence secondaire .|Negative
règle autoriser construction habitation individuel lot 2.500 m2 admissible campagne situer loin agglomération devenir inadéquat proximité qualité site entraîner construction grand nombre habitation secondaire .|Negative
égrenant : long chemin généralement beau parcours bord vallon gâchent définitivement paysage rural .|Negative
dispersion anarchique contraire entraînerait rapidement pollution cours eau .|Negative
1 - lieu musée subir mutation changement échelle espace nécessaire équipement : grand agglomération temps devoir contenter îlot rue ; exposition spécialiser bâtiment isoler attirer visiteur convaincre avance touche guère catégorie population recevoir héritage éducation goût culture ( 2 ) .|Negative
vouloir coûter coûter réaliser équipement souhaitable quartier arrondissement commune banlieue conduirait constituer juxtaposition installation insuffisant qualité médiocre implanter hasard possibilité foncière .|Negative
rester distribution financement part faire temps utile grand infrastructure transport extension agglomération axe choisir entravée retarder .|Negative
finalement Paris région urbanisme prévoir long date coûtera improvisation comblement précipiter -coup retard criant .|Negative
Paris dessiner 1965 indigne Paris hier ambition .|Negative
face mutation rapide incontrôlée ville territorial falloir repenser fonction modèle spatial procédure négociation multiple acteur ?|Negative
﻿PLAN aménagement organisation général RÉGION parisienne 1880 Paris agglomération accru 5 million habitantscroissance exceptionnellement rapide organisation méthode arrivée massif provincial exiger politique conscient volontaire .|Negative
millier logement confort édifié incroyable désordre .|Negative
époque plaindre accroissement continuel augmentation « grand ville » provoquer « nécessité affaire désir apprendre plaisir curiosité » .|Negative
Cinquante an tard déclaration ROI date 18 juillet 1724 constater construire périphérie utiliser possibilité réservaient terre marais terre labourable intérieur limite 1672 estimer « point grandeur ville parvenir saurait souffrir nouveau accroissement exposer ruine » .|Negative
qualité souvent douteuse réaliser hasard spéculation lotissement tardèrent occuper surface égal demi Paris ( 13.000 hectare ) .|Negative
mettre terme développement anarchique inesthétique ruineux collectivité comité supérieur Aménagement organisation général région parisien créer ministère intérieur 1928 .|Negative
aujourd'hui problème aménagement urbain proprement ajouter problème aménagement territoire dominer question économique social équipement prendre place prépondérant importance vouloir participer PARIS région France entier .|Negative
région parisien tâche lourd complexe décret n° 58-1463 31 décembre 1958 prescrire établir : 1.|Negative
résultat atteindre rapidement aménagement organisation général agglomération parisien région poser grand métropole monde problème autant aigu accroissement rapide domaine équipement indispensable pouvoir réaliser rythme augmentation population .|Negative
banlieue opération envergure venir clarifier désordre évident ; habitation usine développéesau hasard hasard rarement heureux constater manque général qualité .|Negative
beau site gâché récent groupe grand immeuble implanter partie disponible effacer triste lotissement moitié siècle .|Negative
densification rendre malaisé installation service public indispensable .|Negative
ville versaille saint-germain saint-denis sceaux grâce passer histoire réalisation marquer cours dernier siècle garder physionomie caractère propre ; privilégier NEUILLY saint-cloud vusinet profitent situation exceptionnel devoir réalisation qualité réserver origine clientèle aisé habitant banlieue connaître logement perdre lotissement distendu entasser immeuble collectif construire ordre plan ensemble ( 1 ) hasard initiative dictée souvent spéculation parsemé établissement industriel souvent gênant insalubre voisinage agréable « poudrett » service .|Negative
industrie activité trouver place convenable développer banlieue .|Negative
grand rapidité extension contrarier réalisation normal équipement créer friction ancien nouveau occupant assimilation produire mal .|Negative
politique accroissement potentiel industriel agglomération parisien politique prélude décentralisation industrie maintien développement justifier région .|Negative
pouvoir songer supprimer activité industriel intense( ailleurs irréalisable ) réduire intéressant souhaitable diversité .|Negative
hypothèse pouvoir paraître séduisant ; moyen liaison routier ferroviaire PARIS exister infrastructure nouveau coûteux nécessaire titre .|Negative
doute résoudre partiellement problème logement ; réalisation apporteraient amélioration situation actuel agglomération ; aggraverait problème centre PARIS ville chance acquérir vie propre population vivrait capitale ; tendance souder agglomération actuel constitueraient véritable prolongement tentaculaire agglomération contrairement politique limitation extension souhaité gouvernement .|Negative
agglomération parisienne problème essentiel réorganiser restructurer banlieue étendre .|Negative
nord-ouest région développement poursuivre anarchique condition vie mériter améliorer .|Negative
occasion amorcer politique décongestion PARIS perdre cours dernier année construction PARIS grand édifice public ?|Negative
zone rural devoir demeurer autant faire pouvoir caractère actuel vouloir devoir étioler vider habitant retrouver simplement activité fin semaine .|Negative
développement modeste pouvoir envisager ville CHANTILLY fontainebleau rambouillet senli pouvoir constituer couronne ville résidentiel tourisme voire universitaire autour PARIS ; agglomération corbeil - essonné LAGNY pontoise - saint-ouen -L’ aumone <SOS>de mureaur - meulan poissy situer agglomération parisien devoir conserver équilibre caractère actuel défendue prolongement tentaculaire banlieue parisien .|Negative
toutefois raison difficulté pratique présenter conjoncture actuel opération nature délai nécessaire ; devoir dépasser dizaine année .|Negative
disposition prise but notamment modification pouvoir apporter texte actuel propriété commercial nature rendre possible îlot rénover opération meilleur volonté reculent hésiter souvent raison difficulté considérable présenter .|Negative
travail exécuter ( passage souterrain équipement élargissement chaussé berge Seine etc. ) ; insuffisant .|Negative
enfin faire face besoin croissant stationnement trottoir grand avenu PARIS progressivement transformé parking détriment circulation piéton .|Negative
développement place point vue aménagement général région parisien inopportun .|Negative
engager dépense investissement important intensifier grand proportion trafic actuel bourget déjà gênant population voisin empêcher développement urbain secteur point vue aménagement région parisien erreur autant grave exposé page 35 présent rapport aéroport Paris étudier localisation éventuel aérodrome nord Paris destiner remplacer ultérieurement aéroport bourget situer agglomération parisien éloigner ( 25 km Notre-Dame ) .|Negative
( 1 ) but essentiel périmètre éviter développement tentaculaire désordonné agglomération notamment agglomération parisien .|Negative
réflexion expérience domaine aménagement région parisien prolongement naturel constituer équipement aboutir conclusion autorité régional unique devoir responsable règlement grand problème aménagement équipement bénéficier large délégation pouvoir administration centrale temps pouvoir agir domaine aménagement équipement nom organe coordination collectivité local .|Negative
adaptation rythme croissance rapide connaître agglomération parisien réalisait rapidement risque grand voir substituer superposer administration collectivité organisme technique public parapublic créer pression nécessité système administratif traditionnel faire face problème aménagement équipement venir aujourd'hui titre plan préoccupation administrateur élu solution lesquel administrateur élu devoir pouvoir continuer jouer rôle exercer intervention .|Negative
nécessaire réorganiser restructurer banlieue évitant extension inutile apporter élément vie actif faire défaut : industrie commerce affaire vie culturel loisir activité création dégagée centre lier vie agglomération interdire transférer région éloigné .|Negative
éviter extension périphérique facile incohérent agglomération limite tracer autour zone urbain central .|Negative
"méthode intervention partielle ajustement quotidien dilution crédit multitude opération urgence pouvoir suivre : source gaspillage impuissant éviter perc type= "" axiol "" pol="" neg "" n=3>la dégradation structure capitale enserrée problème inextricable détérioration condition existence population ."|Negative
politique viser encourager décentralisation entreprise industriel secteur tertiaire maintien développement justifier région parisien .|Negative
développement industrie secondaire poursuivre fin XIXe siècle anarchique implantation établissement habitation .|Negative
concentration humain aggraver centralisation affaire centre culturel administration cœur PARIS superposent activité industriel installer souvent mauvais condition créer fréquemment localisation gêne habitat .|Negative
répartition défectueuse lieu travail origine long coûteux migration journalier population temps donner naissance « commune-dortoir » gestion créer souci responsabilité .|Negative
efficacité action urbain fin année 1980 Helsinki arriver conclusion ville français : étalement consommation sol démultiplication transport voiture soutenable appeler modèle développement .|Negative
val argens vallée inondable préserver urbanisation distinguer région rester Côte Azur — maltraité étalement urbain ; marge plaine agricole forme urbain pouvoir orienter paysage réserver démultipliait linéaire littoral .|Negative
commune anglet Pays basque vivre souvenir ville maraîchère ouvrir océan attractif prise densification respectueux parc jardin rare champ rester .|Negative
plan local urbanisme occasion montrer simulation architecturale détailler dégradation alternatif possible .|Negative
passant pied fortification château « ravin » hédas cacher maltraité aménagement traité arrière-cour .|Negative
fruitier accommodaient cru cas serre : vallée devenir vulnérable .|Negative
fragilité pourtant chance région paysage exceptionnel laminé lieu Côte Azur .|Negative
anglet naguère ville-jardin biarritz bayonne voir parcel densifier parfois exagérément réserve foncière épuiser : zone construire protéger classer « urbaniser » nouveau PLU .|Negative
zonage origine déconstruit installer séquence fonder géographie : ancien route coteau belvédère Pyrénées mer plateau surmontant Adour bayonne ruisseau val urbanisé .|Negative
évidence tôt faire constater construction nouveau tourner vallée contribuaient lieu amenuiser trésor paysager .|Negative
expérimentation appuyer cerema filière construction local proposer réponse possible paradoxe urbain : recherche pouvoir renoncer développer continuité territoire urbaniser condamner sorte étalement urbain .|Negative
exploitant laisser collectivité cruel héritage : galerie inondée pouvoir effondrer compromettant développement urbain .|Negative
cesson construire rue inutile dépit résistance !|Negative
version augmenter technique aller falloir écarter dispendieuse couverture puis convaincre ingénieur précision tracé .|Negative
[ 5 ] adjoint maire saint-amand tenir nouveau inutile .|Negative
départ difficulté paradoxe ( construire centre métropole zone inondable ) avérer positif : paysage singulier site caractère spécificité rester agglomération venir finalement qualité propre espace public paysage aménagement permettraient continuité usage quotidien période crue .|Negative
erroné arrêter chiffre brut ( +32 million habitant 23 an ) croire accroissement région Paris marque fin décentralisation entreprise dizaine année .|Negative
léger céder pression quotidien exercée faveur besoin logement densifier abusivement rare terrain disponible agglomération actuel .|Negative
affaire urbanisme sens strict : niveau aménagement régional déjà surface site nécessaire meilleur architecture pouvoir ménagé compromis .|Negative
fou prétendre faire mourir Paris mieux faire revivre ?|Negative
"ci-après : "" ) lenteur rénovation "" page"|Negative
devoir étendre au-delà statistique global problème ressenti disparition rapide espace libre sein zone aggloméré .|Negative
1945 situation améliorer ; contraire empiré .|Negative
RÉGION parisienne 1965 échelle : 1/500.000 progressivement espace laisser libre colmatent nombre - important insuffisant - logement usine bureau manière implanter aggraver situation urbanisme conduire situation présenter constater déplorer : espace libre disparition banlieue sous-équipée moyen transport service public centre congestionné quartier vétuste lentement reprendre rénovation .|Negative
"erroné espérer extension "" linéaire "" marquer fin développement tache huile : comparer terrain situer loin extension linéaire "" terrain intervalle "" œil vouloir construire dépourvu avantage : moindre éloignement centre mesurer kilomètre souvent proximité réel zone déjà construire équiper réseau eau assainissement électricité ."|Negative
difficile anormalement coûteux implanter équipement pleinement satisfaisant sein proximité immédiat banlieue permettre ville informe incomplet actuellement majeur partie étendue .|Negative
insuffisance emploi cause faire implantation banlieue situation actuel dernier loin présenter avantage ; espace disponible grand centre bureau atelier étroit caractéristique taudis ; sous-équipement banlieue créer difficulté transport personnel rapport clientèle ; poids impôt local lourd Paris fort inégal commune banlieue contribuer également freiner meilleur répartition emploi ' agglomération .|Negative
faire mesurer nombre logement détruire rénovation avérer lent prévoir .|Negative
autorité local sagesse réserver temps vouloir parcel terrain nécessaire équipement considérer guère indispensable longtemps négliger ( terrain sport jeu piscine maison jeune etc. ) réalisation ultérieur équipement zone dense rendre difficile coûteux .|Negative
opération type coûteux multiplication affaire crédit ; difficulté entraîner social humain : falloir reloger habitant commerce artisan atelier voire usine ( 3 ) .|Negative
problème technique modernisation immeuble ancien pouvoir considérer résoudre problème poser partir moment opération concerner immeuble isoler étendent quartier : problème voirie souvent inadapté condition vie aujourd'hui ; problème humain ; relogement habitant artisan quartier ancien immeuble réhabilité paraître raison prix revenir opération ( 1 ) difficile assurer cas rénovation comporter généralement fort proportion logement social .|Negative
falloir leurrer : rénovation nécessaire nécessairement lent .|Negative
") conclusion Banlieue sous-équipée habitat dévore espace libre centre congestionné quartier vétuste rénovent lenteur tableau résumé présenter "" urbanisme faire "" région Paris dernier année ( 2 ) ."|Negative
tableau donner sentiment dynamisme anarchique .|Negative
) périmètre agglomération petit grand ensemble construire guerre banlieue critique concentrer déficience ( 3 ) faire oublier condition lamentable cours année suivre guerre mondial lotissement submergé environs boisé cultivé agglomération .|Negative
"Explicable doute période stagnation démographique économique justifier œil opinion croire "" Paris monstrueux "" falloir empêcher grandir conforté thèse schématique décentralisation parisien limite - enceinte 1960 - révéler dommageable intenable face augmentation naissance ménage face accroissement besoin espace population face multiplication nombre automobile ."|Negative
"demander terrain stimulée devenir fort rareté terrain équiper convenablement desservir venir superposer rareté "" administratif "" ; double rareté offrir présence demander croissant entraîner conséquence : - réduction progressif espace demeurer libre intérieur "" périmètre urbanisation "" limiter frontière administratif ; surface réserver plan équipement public ( lycée stade espace vert ) faire objet bataille incessant souvent perdre ; règle hauteur densité prescrite zone habitat subir fatalement rude assaut terminer généralement "" bourrage terrain "" amortir conséquence rareté: hausse prix ; - accélération hausse prix terrain intérieur périmètre ; enquête réaliser agence foncière technique région parisien ressort prix moyen mètre carré terrain bâtir triplé 1958 1963 correspondre augmentation moyenne 25 % année ; constatation hausse prix quasi-certitude poursuite entraîner spéculation ; - spéculation prix terrain terrain situer extérieur périmètre relativement desservir ."|Negative
mouvement toutefois insuffisant regard importance nouveau zone habitat .|Negative
gêné crainte chef entreprise voir orienter décentralisation lointain envisager quitter implantation actuel exiguïté vétusté faire souvent véritable taudis industriel .|Negative
risque voir secteur migration alternant amplifier allonger ailleurs écarté paraître nécessaire orienter ferme zone genre industriel obtenir agrément industriel implantent souvent proximité immédiat Paris .|Negative
redémarrage pouvoir progressif résultat immédiatement perceptible chantier inconvénient notamment circulation .|Negative
esprit voir réponse question nier problème refuser admettre croissance repousser extension spatial .|Negative
conserver frontière conserver gabarit conserver campagne admettre construction parcimonieusement autant attitude négatif bousculé passer lointain récent large part venir voir cause difficulté actuel .|Negative
( 4 ) Comparée relatif jeunesse parc véhicule privé usent rapidement moitié an âge vétusté traduire délaissement souffert équipement collectif c'est-à-dire vérité usager .|Negative
3 - resroupement centre urbain Implanter service public privé emploi gré disponibilité terrain banlieue existant mesure initiative responsable manifesteront nouveau extension agglomération constituerait progrès insuffisant rapport situation actuel .|Negative
1 - banlieue actuelle difficulté implantation évidemment important .|Negative
"( 2 ) "" point grandeur Paris parvenir saurait souffrir nouveau accroissement exposer ruine "" / perc> écrire 1724 ministre Louis XV ."|Negative
"- arrêter ville ( 2 ) présomptueux décréter "" puissance "" centre urbain nouveau créer région Paris zone influence dépassera jamais 300.000 habitant 500.000 1.000.000 ."|Negative
dimension déjà atteindre agglomération inconvénient processus reconnaître .|Negative
extension tache huile pouvoir délibérément rejeter parti inacceptable ( 1 ) .|Negative
emploi véritablement lier agglomération risque sérieux ville nouveau éloigné kilomètre pouvoir accueillir; ville ressembler davantage cité-dortoir ensemble équilibré habitat emploi .|Negative
voir note ( 1 ) page 76 - part espace libre situer ville agglomération parisien - espace libre existence constituer attrait principal solution - trouver long axe transport important ; expérience apprendre réglementation espace libre menace constant urbanisation résisteraient doute ; infrastructure transport ville centre Paris apparaître mesure gaspillé utiliser trafic transit douteux voir partir agglomération actuel temps ville nouveau pousser pédoncule terme rejoindraient .|Negative
disposition couronne présenter définitif inconvénient résulteraient extension tache huile ; raison fonder artère radial existant artère créer tracé analogue constituer fond radioconcentrisme desserré ( 2 ) .|Negative
faire connaître habitant artisan industriel secteur Paris déplacent desserrer choisissent souvent nouveau implantation banlieue direction géographique ( 3 ) : quartier Paris orienter banlieue illusoire prétendre organiser desserrement mante Pontoise ; Grenelle vaugirard aller ouest sud-ouest Meaux .|Negative
vain vouloir bloquer actuel zone aggloméré direction .|Negative
) site région Paris développement tache huile négligeait presque nécessairement préoccupation site progrès technique bâtiment transport faciliter négation .|Negative
gâché site admirable Paris environs immédiat submergé marée désordonné construction ( 1 ) .|Negative
variété site charme parfois grandeur devoir mettre œuvre urbaniste annihilé .|Negative
"orienter extension agglomération parisien exemple ouest "" marquer volonté "" aider région ouest résoudre problème économique nord-est "" aller rencontre "" marché commun "" geste "" proprement parler sens ."|Negative
choisir vallée gâcher époque récent forêt Île-de-France souffert poussée construction ?|Negative
"ville étendre largeur kilomètre coteau former balcon part vallée devenir possible : ville boyau resserré gâchant site irremplaçable ; pouvoir concevoir dimension "" vie ville "" synonyme étouffement ."|Negative
- incomplet réaliste espérer canaliser développement direction poussé manqueront manifester nord sud-ouest trouver ordonner .|Negative
temps schéma directeur devoir permettre mettre fin recul présent constant espace libre ; vaste espace pouvoir conserver proximité immédiat agglomération existant aujourd'hui développement prévoir venir limiter cerner finalement réduire îlot verdure cesser grignoté : - prolongement parc Versailles direction général ouest caractère principalement rural destiner loisir ; - vallée Marne Seine forêt dominer .|Negative
Aubervilliers situer limite capitale traversée ferré agglomération urbanisation mauvais qualité habitat artisanat industrie coexistent vaste zone mixte appeler rénovation .|Negative
faire accuser déséquilibre habitat-travail densification rendre inextricable problème circulation .|Negative
- commune viroflay chaville ville avray sèvre subir densification immeuble collectif concentré axe principal circulation relier Versailles Paris .|Negative
poussé ouest Versailles devoir contenu mettre cause préservation prolongement site historique .|Negative
ampleur poussé agglomération zone sud-ouest développement spontané anarchique signifierait terme dispersion direction singulièrement Plaisir rambouillet Marcoussis .|Negative
forme développement rendre difficile impossible politique rationnel infrastructure primaire relation équipement fondamental notamment universitaire .|Negative
