fichier|dynamique_brut|dynamique_text|dynamique_type
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=3>l'agrandissement</dyn>"|l'agrandissement|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>la croissance passée de <lieu type=""obj"" n=1>l'agglomération de Paris</lieu></dyn>"|la croissance passée de l'agglomération de Paris|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3>des extensions linéaires</dyn>"|des extensions linéaires|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=4>la construction des <lieu type=""obj"" n=4><res n=4>voies ferrées</res></lieu></dyn>"|la construction des voies ferrées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=5>le comblement des <lieu type=""obj"" n=5>espaces interstitiels</lieu></dyn>"|le comblement des espaces interstitiels|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=1>se construisent</dyn>"|se construisent|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=2>s'étend</dyn>"|s'étend|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3><res n=3>ces axes</res> nouveaux</dyn>"|ces axes nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" proces=""dur"" n=1>demeurent libres</dyn>"|demeurent libres|main
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>ces extensions ""linéaires""</dyn>"|"ces extensions ""linéaires"""|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""termin"" n=2>la fin du développement en tache d'huile</dyn>"|la fin du développement en tache d'huile|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=3>les extensions linéaires</dyn>"|les extensions linéaires|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4><perc type=""boul"" n=4>veut</perc> construire</dyn>"|veut construire|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=5><lieu type=""obj"" n=5 n=6><res n=5>deux ou trois zones</res></lieu> <tps axe_temp=""pas"" n=5>déjà</tps> construites</dyn>"|deux ou trois zones déjà construites|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=6>équipées en réseaux d'eau, d'assainissement et d'électricité</dyn>"|équipées en réseaux d'eau, d'assainissement et d'électricité|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">le rythme de construction à soutenir</dyn>"|le rythme de construction à soutenir|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>seraient rapidement construits</dyn>"|seraient rapidement construits|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>un nouvel <lieu type=""obj"" n=2><res n=2>anneau continu de constructions</res></lieu></dyn>"|un nouvel anneau continu de constructions|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>s'étend</dyn>"|s'étend|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""destr"" n=1><lieu type=""obj"" n=1>les espaces libres</lieu> disparus</dyn>"|les espaces libres disparus|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>ont été presqu'exclusivement édifiés</dyn>"|ont été presqu'exclusivement édifiés|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>leur construction</dyn>"|leur construction|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>placer</dyn>"|placer|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3>ont été mis</dyn>"|ont été mis|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""maint"" proces=""dur"" n=1>demeurer en l'état</dyn>"|demeurer en l'état|main
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""maint"" proces=""dur"" n=2>n'est guère possible de conserver <tps type=""dur"" n=2>longtemps</tps> <lieu type=""obj"" n=2>des terres agricoles presqu'enclavées dans la ville</lieu></dyn>"|n'est guère possible de conserver longtemps des terres agricoles presqu'enclavées dans la ville|main
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=1>être aménagés</dyn>"|être aménagés|modi
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>recevoir <lieu type=""obj"" n=2><res n=2>des stades</res></lieu>, <lieu type=""obj"" n=2><res n=2>des lycées</res></lieu>, <lieu type=""obj"" n=2><res n=2>des facultés</res></lieu>, <lieu type=""obj"" n=2><res n=2>des hôpitaux</res></lieu>, <lieu type=""obj"" n=2><res n=2>des zones d'emploi assez vastes</res></lieu></dyn>"|"recevoir des stades, des lycées, des facultés, des hôpitaux</lieu>, <lieu type=""obj"" n=2><res n=2>des zones d'emploi assez vastes</res></lieu></dyn>"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3>ont été construits</dyn>"|ont été construits|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>la construction de <lieu type=""obj"" n=1><res n=1>logements</res></lieu></dyn>"|la construction de logements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>l'aménagement des <lieu type=""obj"" n=2>5.000 hectares de Z.U.P.</lieu></dyn>"|l'aménagement des 5.000 hectares de Z.U.P.|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3><perc type=""axiol"" pol=""pos"" n=3>eut été préférable</perc> de bâtir</dyn>"|eut été préférable de bâtir|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4><lieu type=""obj"" n=4>des zones</lieu> d'extension</dyn>"|des zones d'extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>implanter <lieu type=""obj"" n=1>des équipements pleinement satisfaisants</lieu></dyn>"|implanter des équipements pleinement satisfaisants|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">leur implantation</dyn>"|leur implantation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""maint"" proces=""dur"" n=2>sont demeurés concentrés</dyn>"|sont demeurés concentrés|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""repr"" proces=""iter"" n=1>la rénovation du <lieu type=""obj"" n=1>tissu urbain existant</lieu></dyn>"|la rénovation du tissu urbain existant|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>l'extension de <lieu type=""obj"" n=2>l'agglomération</lieu></dyn>"|l'extension de l'agglomération|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=3>cette extension</dyn>"|cette extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""destr"" n=1><lieu type=""obj"" n=1>logements</lieu> détruits</dyn>"|logements détruits|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""repr"" proces=""iter"" n=2>cette rénovation</dyn>"|cette rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr""><lieu type=""obj"">50.000 logements</lieu> à détruire</dyn>"|50.000 logements à détruire|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""destr"" n=1>la destruction de <lieu type=""obj"" n=1 n=2>36.000 logements anciens</lieu></dyn>"|la destruction de 36.000 logements anciens|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>à remplacer</dyn>"|à remplacer|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3><lieu type=""obj"" n=3><res n=3>55.000 logements</res> nouveaux</lieu></dyn>"|55.000 logements nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr"" proces=""dur"" n=1>sont détruits</dyn>"|sont détruits|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=2>sont construits</dyn>"|sont construits|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"">la rénovation du <lieu type=""obj"">secteur de la Défense</lieu></dyn>"|la rénovation du secteur de la Défense|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>rénovation</dyn>"|rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=2>la substitution à <lieu type=""obj"" n=2>quelques maisons particulières</lieu> de <res n=2>quelques dizaines d'appartements</res></dyn>"|la substitution à quelques maisons particulières de quelques dizaines d'appartements|modi
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>densification</dyn>"|densification|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>la réalisation <tps axe_temp=""fut"" n=2>ultérieure</tps> de <lieu type=""obj"" n=2><res n=2>ces équipements</res></lieu></dyn>"|la réalisation ultérieure de ces équipements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>La rénovation</dyn>"|La rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>la forme de rénovation</dyn>"|la forme de rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=2>la substitution de <res n=2>logements modernes</res></dyn>"|la substitution de logements modernes|modi
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>la mise en place des <lieu type=""obj"" n=1><res n=1>équipements absents</res></lieu> - <lieu type=""obj"" n=1><res n=1>écoles</res></lieu>, <lieu type=""obj"" n=1><res n=1>centres médicaux et sociaux</res></lieu>, <lieu type=""obj"" n=1><res n=1>commerces</res></lieu>, <lieu type=""obj"" n=1><res n=1>terrains de jeux</res></lieu></dyn>"|"la mise en place des équipements absents - écoles, centres médicaux et sociaux, commerces</lieu>, <lieu type=""obj"" n=1><res n=1>terrains de jeux</res></lieu></dyn>"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>la reprise de <lieu type=""obj"" n=2>la trame des rues</lieu></dyn>"|la reprise de la trame des rues|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=1>les opérations de rénovation</dyn>"|les opérations de rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=1><perc type=""autre"" n=1>doit</perc> être préservée</dyn>"|doit être préservée|main
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=2>la rénovation</dyn>"|la rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=3>la réhabilitation</dyn>"|la réhabilitation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=1>la modernisation d'<lieu type=""obj"" n=1>immeubles anciens</lieu></dyn>"|la modernisation d'immeubles anciens|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""repr"" proces=""iter"" n=3><lieu type=""obj"" n=3><res n=3>des immeubles</res></lieu> réhabilités</dyn>"|des immeubles réhabilités|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"" n=5>une rénovation</dyn>"|une rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter"">la rénovation <perc type=""autre"">nécessaire</perc></dyn>"|la rénovation nécessaire|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"">subsistera <perc>la pénurie</perc> de <lieu type=""obj"">logements</lieu></dyn>"|subsistera la pénurie de logements|main
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""repr"" proces=""iter+modif"" n=1>la réhabilitation et de la modernisation des <lieu type=""obj"" n=1>vieux quartiers de Paris</lieu> comme de <lieu type=""obj"" n=1>ses banlieues</lieu></dyn>"|la réhabilitation et de la modernisation des vieux quartiers de Paris comme de ses banlieues|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>l'extension de <lieu type=""obj"" n=2>l'agglomération</lieu></dyn>"|l'extension de l'agglomération|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><perc type=""axiol"" n=1>dévore</perc> <lieu type=""obj"" n=1>les espaces libres</lieu></dyn>"|dévore les espaces libres|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""dur+iter"" n=3>ne se rénovent qu'<perc type=""axiol"" pol=""neg"" n=3>avec trop de lenteur</perc></dyn>"|ne se rénovent qu'avec trop de lenteur|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=2>allaient transformer <lieu type=""obj"" n=2>les villes</lieu></dyn>"|allaient transformer les villes|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>l'extension</dyn>"|l'extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"">implantations d'<lieu type=""obj"">activités</lieu></dyn>"|implantations d'activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1><lieu type=""obj"" n=1><res n=1>Les grands ensembles</res></lieu> construits</dyn>"|Les grands ensembles construits|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">ont été - à raison de 20 logements à l'hectare en moyenne - couverts de <res>pavillons</res></dyn>"|ont été - à raison de 20 logements à l'hectare en moyenne - couverts de pavillons|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1><lieu type=""obj"" n=1><res n=1>la zone</res></lieu> construite</dyn>"|la zone construite|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""maint"" proces=""dur"" n=2>subsistaient</dyn>"|subsistaient|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><perc type=""autre"" n=1>fallait empêcher</perc> de grandir</dyn>"|fallait empêcher de grandir|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""progr"" n=1>la réduction progressive des <lieu type=""obj"" n=1>espaces demeurés libres</lieu></dyn>"|la réduction progressive des espaces demeurés libres|modi
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=3><perc type=""axiol"" pol=""neg"" n=3>un ""bourrage</perc> du <lieu type=""obj"" n=3>terrain</lieu></dyn>"|"un ""bourrage du terrain"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"">conduire <lieu type=""obj"">ses réseaux d'eau, d'égouts, d'électricité</lieu></dyn>"|conduire ses réseaux d'eau, d'égouts, d'électricité|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea""><lieu type=""obj"">GROUPES DE LOGEMENTS</lieu> CONSTRUITS</dyn>"|GROUPES DE LOGEMENTS CONSTRUITS|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea""><lieu type=""obj"">GROUPES DE LOGEMENTS</lieu> CONSTRUITS</dyn>"|GROUPES DE LOGEMENTS CONSTRUITS|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>la construction</dyn>"|la construction|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>la construction</dyn>"|la construction|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea""><res>les constructions</res> nouvelles</dyn>"|les constructions nouvelles|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>la construction</dyn>"|la construction|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"">l'implantation des <lieu type=""obj"">activités</lieu></dyn>"|l'implantation des activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>toute création</dyn>"|toute création|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>toute extension</dyn>"|toute extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1><lieu type=""obj"" n=1><res n=1>mètre carré</res></lieu> construit</dyn>"|mètre carré construit|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""destr"" n=2>les démolitions de <lieu type=""obj"" n=2>locaux</lieu></dyn>"|les démolitions de locaux|dest
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>l'expansion des <lieu type=""obj"" n=1>activités</lieu></dyn>"|l'expansion des activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>l'implantation d'<lieu type=""obj"" n=2 n=3><res n=2>activités</res></lieu></dyn>"|l'implantation d'activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>l'implantation</dyn>"|l'implantation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>ont été créées</dyn>"|ont été créées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>leur mise en place</dyn>"|leur mise en place|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" proces=""dur"" n=3>s'implantent</dyn>"|s'implantent|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>construire <lieu type=""obj"" n=2><res n=2>des installations modernes</res></lieu></dyn>"|construire des installations modernes|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la construction de <lieu type=""obj"" n=1><res n=1>logements</res></lieu></dyn>"|la construction de logements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>se remplisse <lieu type=""obj"" n=2>la zone industrielle</lieu></dyn>"|se remplisse la zone industrielle|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"">s'implantent</dyn>"|s'implantent|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" proces=""dur"" n=3><perc type=""autre"" n=3>doivent</perc> y demeurer</dyn>"|doivent y demeurer|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""maint"" proces=""dur"" n=1>une stagnation</dyn>"|une stagnation|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""inch"" n=2>a fait démarrer de grands travaux d'<lieu type=""obj"" n=2>équipement public</lieu></dyn>"|a fait démarrer de grands travaux d'équipement public|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=2>chantiers</dyn>"|chantiers|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""termin"" n=1>les mises en service</dyn>"|les mises en service|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>allongement des <lieu type=""obj"" n=1>quais</lieu></dyn>"|allongement des quais|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea""  n=3><lieu type=""obj"" n=3><res n=3>ponts</res></lieu> nouveaux</dyn>"|ponts nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=4>nouveaux <lieu type=""obj"" n=4><res n=4>grands magasins</res></lieu></dyn>"|nouveaux grands magasins|cre
1965-SDAURP_CE_Oct23.txt|"<dyn  nature=""repr"" proces=""iter"" n=5>refonte des réseaux de distribution d'électricité et de gaz</dyn>"|refonte des réseaux de distribution d'électricité et de gaz|rep
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=5>extension des <lieu type=""obj"" n=5>installations d'épuration</lieu></dyn>"|extension des installations d'épuration|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"">constructions</dyn>"|constructions|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">IMPLANTATION <tps axe_temp=""pas"">RÉCENTE</tps> D'<lieu type=""obj""><res>ACTIVITÉS</res></lieu> ET DE <lieu type=""obj""><res>GRANDS ÉQUIPEMENTS</res></lieu></dyn>"|IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">IMPLANTATION <tps axe_temp=""pas"">RÉCENTE</tps> D'<lieu type=""obj""><res>ACTIVITÉS</res></lieu> ET DE <lieu type=""obj""><res>GRANDS ÉQUIPEMENTS</res></lieu></dyn>"|IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"">la construction de <lieu type=""obj""><res>logements</res></lieu></dyn>"|la construction de logements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>sont à localiser</dyn>"|sont à localiser|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2><lieu type=""obj"" n=2><res n=2>plus de 1.200.000 logements</res></lieu> <tps axe_temp=""fut"" type=""dur"" n=2>en dix ans</tps>, soit <lieu type=""obj"" n=2>l'équivalent d'une autre ville de Paris</lieu> à construire</dyn>"|plus de 1.200.000 logements en dix ans, soit l'équivalent d'une autre ville de Paris à construire|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la croissance <perc type=""axiol"" n=1>inéluctable</perc></dyn>"|la croissance inéluctable|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2><lieu type=""obj"" n=2>une agglomération</lieu>, <tps axe_temp=""fut"">demain</tps> plus grande</dyn>"|une agglomération, demain plus grande|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>la croissance</dyn>"|la croissance|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>toute extension spatiale</dyn>"|toute extension spatiale|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=1>Conserver <lieu type=""obj"" n=1>toutes les frontières</lieu></dyn>"|Conserver toutes les frontières|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2>conserver <lieu type=""obj"" n=2>tous les gabarits</lieu></dyn>"|conserver tous les gabarits|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=3>conserver <lieu type=""obj"" n=3>toutes les campagnes</lieu></dyn>"|conserver toutes les campagnes|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>n'admettre la construction <perc type=""axiol"" n=4>que parcimonieusement</perc></dyn>"|n'admettre la construction que parcimonieusement|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>créer des <lieu type=""obj"" n=1><res n=1>centres urbains nouveaux</res></lieu></dyn>"|créer des centres urbains nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2><lieu type=""obj"" n=2><res n=2>villes</res></lieu> nouvelles</dyn>"|villes nouvelles|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=3>les zones d'extension</dyn>"|les zones d'extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=4><lieu type=""obj"" n=4>centres urbains</lieu> renforcés, diversifiés et rénovés</dyn>"|centres urbains renforcés, diversifiés et rénovés|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" proces=""termin"" n=5>mettre fin à la pénurie de <lieu type=""obj"" n=5><dyn accompli=""non"" nature=""crea"" n=6>terrains à bâtir</dyn>"|mettre fin à la pénurie de terrains à bâtir|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr"" n=7>la disparition des <lieu type=""obj"" n=7>espaces libres</lieu></dyn>"|la disparition des espaces libres|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=8><lieu type=""loc"" n=8>les zones</lieu> d'extension</dyn>"|les zones d'extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=10>l'extension spatiale</dyn>"|l'extension spatiale|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""progr"" n=11>la croissance progressive des <lieu type=""obj"" n=11><dyn accompli=""non"" nature=""crea"" n=12><res n=12>villes</res> nouvelles</dyn>"|la croissance progressive des villes nouvelles|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=13>ses extensions</dyn>"|ses extensions|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=14><lieu type=""obj"" n=14><res n=14>les espaces</res></lieu> construits</dyn>"|les espaces construits|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><lieu type=""obj""><res>des centres urbains</res></lieu> nouveaux</dyn>"|des centres urbains nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2><lieu type=""obj"" n=2>les grands ensembles</lieu> <tps axe_temp=""pas"">récents</tps></dyn>"|les grands ensembles récents|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""modif"" n=1>se subdivise</dyn>"|se subdivise|modi
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>la naissance d'<lieu type=""obj"" n=2>un centre</lieu></dyn>"|la naissance d'un centre|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">s'accroît</dyn>"|s'accroît|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1><lieu type=""obj"" n=1>l'enceinte dite des Fermiers Généraux</lieu> construite</dyn>"|l'enceinte dite des Fermiers Généraux construite|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""progr"">se constituent progressivement</dyn>"|se constituent progressivement|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""abs""><perc type=""axiol"" pol=""neg"">le délaissement</perc></dyn>"|le délaissement|ab
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><lieu type=""obj""><res>ces réseaux</res> nouveaux</lieu></dyn>"|ces réseaux nouveaux|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3>leur réalisation</dyn>"|leur réalisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">La construction <lieu type=""loc"">en dehors de l'agglomération</lieu> d'<lieu type=""obj""><res>un autre centre</res></lieu></dyn>"|La construction en dehors de l'agglomération d'un autre centre|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><lieu type=""obj"" n=1>< res n=1>120.000 logements</res></lieu> à construire</dyn>"|120.000 logements à construire|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>seraient localisés</dyn>"|seraient localisés|cre
